subject,text,priority,queue
Angebot für Snapchat Business Manager,"Sehr geehrte Damen und Herren,

ich interessiere mich dafür, ob es möglich ist, den Snapchat Business Manager auf eine erweiterte Version upzugraden. Welche Kosten entstehen dabei und welche Verbesserungen beinhaltet das Upgrade?

Mit freundlichen Grüßen,
Franz Schreiber",1,Software
Rechnung Anpassung für neuen Firmenname,"Sehr geehrte Damen und Herren, ich bräuchte eine Anpassung auf meiner nächsten Rechnung. Diese soll bitte auf unseren neuen Firmennamen 'Walter & Co. GmbH' ausgestellt werden. Danke und beste Grüße, Ihr Stefan Walter",1,Buchhaltung
Frage zu Rechnung – Mitarbeiteranfrage,"Hallo,

Ich habe eine Frage zu einer unserer letzten Rechnungen. Könnten Sie den Namen des Empfängers auf Jan Müller ändern? Es handelt sich um die Rechnung CC123456. Das ist  für unsere Unterlagen erforderlich. Vielen Dank für Ihre Hilfe!

Beste Grüße,
Gisela Krüger",1,Buchhaltung
Dringendes Problem - Microsoft Store Partner Center,Ich kann mich im Microsoft Store Partner Center nicht einloggen.,3,Software
Frage zum Update für Compliance ,"Guten Tag, könnte ich nächste Woche ein Update für die Compliance Software erhalten?",1,Software
Problem mit HDMI Cable - Bild flackert stark,"Hallo, das Bild flackert stark, wenn ich mein HDMI Cable benutze. Woran könnte das liegen? Bitte um Hilfe.",2,Hardware
Dringend - Problem mit Sophos Home nach Update,"Sehr geehrter Support,
nach dem jüngsten Update von Sophos Home startet das Programm nicht mehr und ich kann meinen Computer nicht mehr nutzen. Seltsame Fehlermeldungen erscheinen und mein System ist jetzt lahmgelegt. Ich benötige  Hilfe, da ich vom Home-Office abhängig bin.
Herzlichen Dank
Christiane Winkler",3,Software
Lob für den Buchhaltungsservice,"Hallo an das Buchhaltungsteam, ich wollte mal kurz ein großes Lob aussprechen! Ihr Service ist immer schnell und sehr freundlich. Weiter so! Grüße, Gerd Lorenz",1,Buchhaltung
Gerät funktioniert nicht: MF Antenna,"Sehr geehrte Damen und Herren,
mein MF Antenna funktioniert plötzlich nicht mehr und ich benötige das Gerät  für mein Projekt. Alle Standardlösungen haben leider nicht geholfen. Bitte um schnelle Unterstützung!
Beste Grüße,
Philipp Böhm",3,Hardware
Frage zu Update für Beacon Technology,"Hallo Support,

ich habe eine Frage zur Beacon Technology. Wird es in den nächsten Wochen ein Update für das System geben? Ich plane einige Änderungen und hoffe auf mögliche Verbesserungen.

Beste Grüße,
Johannes Winter",1,Software
: Adobe Experience Manager stürzt ständig ab,"Sehr geehrtes Support-Team,

ich verwende Adobe Experience Manager und seit dem letzten Update stürzt das Programm ständig ab, was meine Arbeit erheblich beeinträchtigt. Ich brauche das Tool für ein wichtiges Projekt und kann ohne es nicht weitermachen. Bitte um schnelle Hilfe.

Beste Grüße,
Peter Herzog",3,Software
! Smart-Waage startet nicht,"Sehr geehrtes Support-Team, meine Smart-Waage startet überhaupt nicht mehr. Ich bin darauf angewiesen. Bitte um  Hilfe. Danke, Steven Wolf",3,Hardware
Probleme mit Smart-Roboter-Rasenmäher,"Guten Tag,

mein neuer Smart-Roboter-Rasenmäher fährt seit dem letzten Update nicht mehr richtig und bleibt ständig stehen. Kann der Fehler schnell behoben werden? Die Seriennummer lautet: SRR-82432K.

Vielen Dank und viele Grüße,
Astrid",2,Hardware
 Zugang zur Buchhaltungssoftware nicht mehr möglich,"Sehr geehrter Support, ich benötige  Zugriff auf die Buchhaltungssoftware. Leider ist mein Zugang blockiert. Bitte um schnelle Hilfe. Hasan Thiele",3,Buchhaltung
Dringendes Problem mit Blu-ray Player,"Sehr geehrte Damen und Herren, mein Blu-ray Player von Ihnen lässt sich nicht mehr einschalten. Ich habe bereits alle Schritte im Handbuch befolgt, aber nichts hilft. Ich brauche das Gerät  für anstehende Präsentationen. Mit freundlichen Grüßen, Armin Schmid",3,Hardware
 Hilfe notwendig: Procurement Software Fehlfunktion,"Sehr geehrte Damen und Herren,

meine Procurement  funktioniert nach dem jüngsten Update nicht mehr korrekt. Das Programm startet nicht mehr und zeigt nur einen kritischen Fehler an. Ich bin  auf dieses Tool angewiesen, um Bestellungen zu verarbeiten. Bitte helfen Sie mir so schnell wie möglich, da sonst ernsthafte Probleme in meinem Arbeitsalltag entstehen.

Danke,
Britta Sommer",3,Software
Dringend: Probleme mit dem Firmenlaptop bei der Buchhaltung,"Sehr geehrte Damen und Herren,

mein Firmenlaptop lässt sich nicht mehr einschalten und ich benötige  Zugang zu meinen Dokumenten für die Bearbeitung von Rechnungen und die Monatsabschlussberichte. Kann jemand schnellstmöglich vorbeikommen, um das Gerät zu reparieren oder mir ein Ersatzgerät zur Verfügung stellen?

Vielen Dank und freundliche Grüße,
Joachim Weiß",3,Buchhaltung
HILFE! – Smart-Kinderwagen reagiert nicht mehr,"Sehr geehrte Damen und Herren,

mein Smart-Kinderwagen, den ich vor einem Monat bei Ihnen gekauft habe, lässt sich nicht mehr einschalten. Ich brauche ihn dringend für meinen Alltag. Was kann ich tun? Können Sie mir schnell helfen?

Viele Grüße,
Gabi Winter",3,Hardware
Frage zur USt-ID auf letzter Rechnung,"Sehr geehrte Damen und Herren, könnten Sie bitte meine Umsatzsteuer-Identifikationsnummer auf der letzten Rechnung korrigieren? Sie scheint nicht korrekt angegeben zu sein. Vielen Dank!",1,Buchhaltung
Frage zu meiner letzten Gehaltsabrechnung,"Sehr geehrte Damen und Herren,
bitte prüfen Sie meine letzte Gehaltsabrechnung. Es gibt Unstimmigkeiten.

Mit freundlichen Grüßen,
Jörg Öztürk",2,Buchhaltung
Frage zur nächsten Aktualisierung der Salesforce Admin Console,"Hallo Support-Team,
ich wollte mal nachfragen, ob es in absehbarer Zeit ein Update für die Salesforce Admin Console geben wird? Wir haben relativ wenig im Tagesgeschäft zu tun und könnten die Verbesserung sehr gut brauchen.
Danke und beste Grüße,
Natascha Ja",1,Software
Frage - Update für NVIDIA GeForce RTX 3090,"Hallo Support-Team,

ich möchte gerne wissen, ob in den nächsten Wochen ein Treiber-Update für meine NVIDIA GeForce RTX 3090 herauskommt. Vielen Dank!

Beste Grüße,
Sandy Wagner",1,Hardware
Frage zur Zuarbeit anstehender Finanzberichte,"Sehr geehrte Damen und Herren, könnten Sie mich bitte darüber informieren, wann die nächsten Finanzberichte für unsere Abteilung fertiggestellt sein müssen? Ich muss sicherstellen, dass alle erforderlichen Dokumente rechtzeitig vorbereitet und eingereicht werden. Danke und beste Grüße, Steven Maus.",2,Buchhaltung
Anfrage zur Finanzierung von Weiterbildungskursen,"Sehr geehrte Damen und Herren,
ich wollte mich erkundigen, ob die Kosten für Weiterbildungen und Schulungen für das Personalbudget absorbiert werden können. Ist es möglich, dass unser Team Schulungen zu neuen Programmiersprachen in Anspruch nehmen kann und wie würde die Finanzierung ablaufen?Vielen Dank,Gabriele Petersen",2,Buchhaltung
Rack-Server – Frage zur Festplatten-Erweiterung,"Sehr geehrte Damen und Herren, 

ich habe einen Ihrer Rack-Server im Einsatz und möchte wissen, ob wir eine zusätzliche Festplatte einbauen können und wie dies durchzuführen ist. Könnten Sie mir entsprechende Informationen zusenden? 

Mit freundlichen Grüßen,
Katja Haase",1,Hardware
Anfrage@Softoft: Produkt File Sharing Update Frage,"Hallo Support, könnte ich in den nächsten Wochen ein Update für Ihre File Sharing- bekommen? Grüße, Kristina Sander",1,Software
Funktionsprobleme bei Polkadot Ecosystem,"Sehr geehrte Damen und Herren,
meine Anwendung für das Polkadot Ecosystem zeigt seit dem letzten Update regelmäßige Verbindungsabbrüche. Das beeinträchtigt meine Arbeit erheblich. Ich bitte um eine schnelle Lösung und Untersuchung des Problems.
Mit freundlichen Grüßen,
Fabian Kruse",2,Software
Smart Doorbell signalisiert ständig falsche Besucher,"Sehr geehrte Damen und Herren,
meine neue Smart Doorbell (Bestellnummer 192837465) signalisiert ständig falsche Besucher, obwohl niemand da ist. Könnten Sie bitte nachsehen, was das Problem sein könnte? Ich vermute ein Fehler in der Hardware.
Vielen Dank und freundliche Grüße,
Christopher Albrecht",2,Hardware
Unbedingt nötig: Rechnung für April,"Sehr geehrte Damen und Herren,

ich benötige  die detaillierte Rechnung für den Monat April. Diese wird umgehend für unsere Buchhaltungsunterlagen sowie für eine wichtige Präsentation benötigt. Leider habe ich die Rechnung bisher nicht erhalten und bin  darauf angewiesen. Können Sie diese schnellstmöglich zur Verfügung stellen?

Mit freundlichen Grüßen,
Horst Jung",3,Buchhaltung
Probleme mit Ubiquiti UniFi Dream Machine,"Guten Tag,
seit dem letzten Firmware-Update habe ich regelmäßig Verbindungsabbrüche mit meiner Ubiquiti UniFi Dream Machine. Das Gerät startet teilweise neugestartet und verliert dann die Konfiguration. Können Sie mir bitte weiterhelfen und sagen, wie ich das Problem lösen kann?
Freundliche Grüße,
Ulrike Baumann",2,Hardware
Frage zu Rackspace Update-Versorgung,"Hallo Support, gibt es in ein paar Wochen ein Update für Rackspace? MfG, Martin Roth",1,Software
Frage zu Privacy Tools Update,"Hallo Support-Team, ich wollte nachfragen, ob ich in den kommenden Wochen ein Update für mein Produkt Privacy Tools erhalten kann. Wäre das möglich? Vielen Dank! Mit freundlichen Grüßen, Joachim Marx",1,Software
Fehler bei Cap Table Management für Win10-Upgrade,"Sehr geehrte Damen und Herren, beim Upgrade auf Windows 10 funktioniert Ihr Cap Table Management Tool nicht mehr. Was kann ich tun? Marius Hesse",2,Software
: ArcGIS stürzt ständig ab,"Sehr geehrte Damen und Herren, mein ArcGIS stürzt bei jeder Benutzung sofort ab. Ich arbeite für ein wichtiges Projekt damit und kann keinen Schritt vorwärts machen. Brauche  Ihre Hilfe! Vielen Dank, Jutta Nguyen",3,Software
Rechnungsprüfung meiner letzten Bestellung,"Bitte um Überprüfung meiner letzten Rechnung, Bestellnummer 12634.",2,Buchhaltung
Fragen zur Konfiguration von Cisco DNA Center,"Sehr geehrte Damen und Herren,

ich habe letzte Woche Cisco DNA Center in unserem Netzwerk implementiert. Leider treten dabei einige Konfigurationsprobleme auf, die ich selbst nicht lösen kann. Könnten Sie mir bitte Details zur korrekten Einrichtung und besten Maßnahmen zur Problembehebung schicken?

Vielen Dank im Voraus,
Kirsten De.",2,Software
DRINGEND: USB-Stick wird nicht erkannt nach Datenverlust,"Sehr geehrte Damen und Herren,
ach einem Absturz meines Rechners wird mein USB-Stick nicht mehr erkannt. Ich habe sehr wichtige Dokumente auf diesem Stick. Können Sie mir helfen, meine Daten zu retten?
Mit freundlichen Grüßen,
Manuela Bauer",3,Hardware
: Arbeitsrechtliche Frage zur Buchhaltung,Bitte um sofortige Klärung meiner arbeitsrechtlichen Frage.,3,Buchhaltung
Update für Application Security – Zeitpunkt,"Hallo Support-Team, könnte ich ein Update für meine Application Security in den kommenden Wochen erhalten? Grüße, Anna Le",1,Software
Anfrage zur Zahlung – Rechnung 20239715,"Sehr geehrte Damen und Herren,

ich bitte um Klärung bezüglich der Zahlung für die Rechnung 20239715, die am 15.03.2023 fällig war. Meine Firma, Ja Media GmbH, hat diese bereits überwiesen, jedoch scheint der Betrag noch nicht auf Ihrem Konto eingegangen zu sein. Könnten Sie dies bitte überprüfen?

Vielen Dank im Voraus und freundliche Grüße,
Irina Ja",2,Buchhaltung
Fragen zum Arbeitsvertrag,"Sehr geehrte Damen und Herren,

ich habe ein paar Fragen zu meinem Arbeitsvertrag und hätte gerne eine Klärung, ob ich Anspruch auf eine bestimmte Leistungszulage in speziellen Situationen habe. Zudem möchte ich wissen, ob es in meiner Branche spezifische Rechtsvorschriften gibt, die mir zusätzliche Vorteile gewähren könnten. Ich würde mich über eine zeitnahe Rückmeldung freuen.

Mit freundlichen Grüßen,
Dieter Seifert",1,Buchhaltung
Rechnungsnachfrage zur letzten Bestellung,"Sehr geehrte Damen und Herren, 

ich habe letzte Woche eine Bestellung (Bestellnummer: 123456789) bei Ihnen aufgegeben und noch keine Rechnung erhalten. Könnten Sie mir diese bitte schnellstmöglich zukommen lassen? Außerdem bräuchte ich eine Aufschlüsselung der Kosten. Vielen Dank im Voraus!

Freundliche Grüße,
Mareike Kramer",2,Buchhaltung
Problem mit dem Lautstärke des Case Fan,"Hallo Support-Team, der Lüfter Case Fan in meinem Rechner ist extrem laut. Bitte um Hilfe, wie ich das beheben kann. Grüße, Bernhard Marx",2,Hardware
Probleme mit dem Smart-Babyphone,"Sehr geehrte Damen und Herren, ich habe ein Smart-Babyphone bei Ihnen bestellt. Nun stelle ich fest, dass das Display manchmal flackert. Es passiert nicht oft, aber es ist dennoch ärgerlich. Könnten Sie mir bitte sagen, ob es eine Lösung oder ein Update dafür gibt? Vielen Dank. Kati Langer",1,Hardware
Probleme mit Thunderbolt-Kabel,"Sehr geehrte Damen und Herren, mein kürzlich erworbenes Thunderbolt-Kabel funktioniert nicht richtig. Es verliert ständig die Verbindung. Brauche Unterstützung. Mit freundlichen Grüßen, Uschi Fischer",2,Hardware
Fehlerhafte Rechnung –  Klärung nötig,"Sehr geehrte Damen und Herren, die letzte Rechnung 56789 vom 14.09.2023 weist einen gravierenden Fehler auf. Ich benötige  eine korrekte Rechnung für meine Buchhaltung. Vielen Dank im Voraus. Mit freundlichen Grüßen, Heidi Fröhlich",3,Buchhaltung
Frage zum Erhalt des Grounding Kit,"Sehr geehrte Damen und Herren, ich wollte nachfragen, ob es möglich ist, einen neuen Unternehmensnamen auf meiner Rechnung für das Grounding Kit anzugeben. Vielen Dank im Voraus. Grüße, Willi Walter",1,Hardware
Anfrage zu Mitarbeiter-Buchungen,"Sehr geehrte Damen und Herren, ich bin die neue Buchhalterin und hätte eine Frage zu den Eingabeverfahren für unsere Mitarbeiterabbuchungen. Können wir das eventuell beim nächsten Teamcall besprechen? Vielen Dank im Voraus, Larissa Friedrich",1,Buchhaltung
Fehler im Sage Intacct Accountant Portal,"Hallo Kundensupport,
bei der Nutzung des Sage Intacct Accountant Portals stoße ich auf immer wiederkehrende Fehlermeldungen beim Hochladen von CSV-Dateien. Können Sie bitte sich dieses Problem ansehen? Wir nutzen die  täglich und es beeinträchtigt unseren Arbeitsfluss.
Danke und Grüße,
Melanie Möller",2,Software
Eclipse IDE 2021-06 stürzt häufig ab,"Hallo Kundensupport, ich benutze die Eclipse IDE 2021-06 Version und habe seit ein paar Tagen das Problem, dass die Software ständig abstürzt. Ich habe bereits alle Plug-Ins aktualisiert, aber das Problem besteht weiterhin. Können Sie mir weiterhelfen? Beste Grüße, Hans Schmid",2,Software
Probleme mit Gateway Router,"Hallo Supportteam, seit dem letzten Update trennt mein Gateway Router ständig die Verbindung. Was kann ich tun? LG, Hannah Pfeiffer",2,Hardware
Hilfe!1! – IMU funktioniert nicht mehr,"Hallo Kundensupport,
ich habe gestern meinen IMU-Sensor erhalten und plötzlich lässt sich das Gerät nicht mehr einschalten. Ich benötige  Hilfe, da ich es beruflich brauche.
Marius Hofmann",3,Hardware
 – Fataler MySQL-Fehler,"Hallo Support-Team,

plötzlich ist unser MySQL-Datenbankserver ausgefallen, und sämtliche Verbindungen schlagen seitdem fehl. Dies beeinträchtigt massiv unseren Geschäftsbetrieb. Wir benötigen umgehend Ihre Hilfe zur Behebung des Problems!

Mit freundlichen Grüßen,
Kevin Frank",3,Software
Frage zum neuen Vertragsabschluss,"Sehr geehrte Damen und Herren,
mein Name ist André Nowak (Kundennummer: 123456) und ich habe eine Frage zu meinem neuen Vertragsabschluss. Könnten Sie bitte den Firmennamen auf 'Nowak Solutions GmbH' ändern, bevor die nächste Rechnung rausgeht?
Vielen Dank im Voraus.
Mit freundlichen Grüßen,
André Nowak",1,Buchhaltung
Frage zum aktuellen Arbeitsvertrag - rechtliche Unsicherheit,"Sehr geehrtes Buchhaltungsteam, 

ich habe eine rechtliche Frage zu meinem aktuellen Arbeitsvertrag. Es gibt Unklarheiten bezüglich bestimmter Vertragsklauseln, insbesondere hinsichtlich der Kündigungsfrist und eventuellen Wettbewerbsverbote. Könnten Sie bitte zeitnah diese Punkte für mich klären oder mir mitteilen, an wen ich mich wenden sollte, um weitere Informationen zu bekommen?

Vielen Dank im Voraus. 
Mit freundlichen Grüßen, 
Daniel Ba",2,Buchhaltung
Frage zum Upgrade auf Customer Support v4.5,"Sehr geehrte Damen und Herren, ich benötige Informationen zum Upgrade auf Customer Support v4.5. Können Sie mir die neuen Features und eventuelle Kosten mitteilen? Vielen Dank und Gruß, Ellen Öztürk",2,Software
Wichtige Unterstützung: Coupler-Gerät fährt nicht mehr hoch!,"Sehr geehrte Damen und Herren, mein Coupler-Gerät startet nicht mehr. Benötige  Hilfe!",3,Hardware
Probleme mit meinem Card Reader,"Sehr geehrtes Support-Team, mein kürzlich erworbener Card Reader erkennt die SD-Karten nicht mehr. Bitte um rasche Überprüfung. Danke, Herbert Özdemir ",2,Hardware
Frage zum Update-Zeitplan für Avast,"Sehr geehrte Damen und Herren, gibt es Pläne, das nächste Update für Avast zu veröffentlichen? Ich möchte sicher sein, dass mein System aktuell bleibt. Vielen Dank, Hatice Schumann",1,Software
! – Digitizer funktioniert nicht mehr,"Sehr geehrte Damen und Herren, mein Digitizer startet nicht mehr und ich benötige ihn  für meine Arbeit. Bitte um schnelle Support! Vielen Dank!",3,Hardware
Frage zur Fortbildung,"Sehr geehrte Damen und Herren,

ich bin Harry Neumann und möchte einige Informationen bezüglich unserer Fortbildungsmöglichkeiten für Mitarbeiter erfragen. Haben Sie aktuelle Schulungsangebote sowie die damit verbundenen Kosten? Voraussichtlich werden 5 unserer Mitarbeiter an der Schulung teilnehmen. Wir bitten um eine zeitnahe Rückmeldung.

Mit freundlichen Grüßen,
Harry Neumann",2,Buchhaltung
